CO(GT),PT08.S1(CO),NO2(GT),PT08.S4(NO2),T,RH,AH,day,year,quarter,weekday,label
2.2,1203.0,74.0,1655.0,21.3,68.5,1.7164,22.0,2004.0,4.0,4.0,2
1.3,1038.0,63.0,1474.0,21.2,68.6,1.7046,22.0,2004.0,4.0,4.0,2
1.0,975.0,57.0,1423.0,20.3,70.6,1.6659,22.0,2004.0,4.0,4.0,2
0.7,917.0,109.0,1355.0,20.8,67.3,1.6353,22.0,2004.0,4.0,4.0,2
1.8,930.0,48.0,1392.0,19.6,71.3,1.612,22.0,2004.0,4.0,4.0,2
0.9,960.0,49.0,1435.0,18.7,74.4,1.5861,22.0,2004.0,4.0,4.0,2
1.0,982.0,55.0,1435.0,19.8,69.2,1.5808,22.0,2004.0,4.0,4.0,2
2.8,1359.0,78.0,1912.0,19.8,69.4,1.5859,22.0,2004.0,4.0,4.0,3
4.1,1500.0,91.0,2158.0,20.4,66.7,1.5781,22.0,2004.0,4.0,4.0,3
2.9,1315.0,88.0,1830.0,22.3,60.6,1.6069,22.0,2004.0,4.0,4.0,3
2.7,1307.0,83.0,1787.0,22.6,59.9,1.6246,22.0,2004.0,4.0,4.0,3
2.1,1235.0,81.0,1704.0,24.5,54.5,1.6514,22.0,2004.0,4.0,4.0,3
2.4,1310.0,83.0,1781.0,24.4,55.4,1.6712,22.0,2004.0,4.0,4.0,3
3.8,1459.0,111.0,2007.0,26.0,51.9,1.7148,22.0,2004.0,4.0,4.0,3
3.7,1461.0,112.0,2033.0,26.8,49.1,1.7101,22.0,2004.0,4.0,4.0,3
3.7,1476.0,112.0,1996.0,26.4,49.8,1.6928,22.0,2004.0,4.0,4.0,3
5.5,1612.0,137.0,2127.0,26.9,48.6,1.7017,22.0,2004.0,4.0,4.0,3
5.4,1654.0,152.0,2176.0,26.2,48.9,1.634,22.0,2004.0,4.0,4.0,3
8.4,1808.0,163.0,2486.0,24.3,54.3,1.6276,22.0,2004.0,4.0,4.0,3
6.8,1681.0,135.0,2339.0,23.3,58.1,1.6457,22.0,2004.0,4.0,4.0,3
4.5,1494.0,119.0,2020.0,22.3,62.5,1.6616,22.0,2004.0,4.0,4.0,3
2.5,1251.0,91.0,1657.0,21.3,66.1,1.6556,22.0,2004.0,4.0,4.0,3
1.6,1132.0,74.0,1502.0,21.2,65.7,1.6319,22.0,2004.0,4.0,4.0,2
1.7,1158.0,73.0,1509.0,20.3,68.1,1.6009,22.0,2004.0,4.0,4.0,2
1.7,1146.0,71.0,1518.0,20.4,66.7,1.583,23.0,2004.0,4.0,5.0,2
1.1,993.0,57.0,1413.0,19.9,67.5,1.5544,23.0,2004.0,4.0,5.0,2
1.0,989.0,51.0,1418.0,19.1,70.0,1.5331,23.0,2004.0,4.0,5.0,2
0.8,943.0,109.0,1374.0,19.3,68.1,1.5139,23.0,2004.0,4.0,5.0,2
1.8,910.0,42.0,1341.0,19.6,66.9,1.5125,23.0,2004.0,4.0,5.0,2
0.7,925.0,43.0,1381.0,18.1,72.1,1.4834,23.0,2004.0,4.0,5.0,2
1.2,1039.0,52.0,1473.0,18.1,72.3,1.4927,23.0,2004.0,4.0,5.0,2
2.3,1208.0,65.0,1699.0,17.6,74.8,1.491,23.0,2004.0,4.0,5.0,2
3.0,1268.0,69.0,1753.0,18.2,72.8,1.5048,23.0,2004.0,4.0,5.0,3
3.3,1353.0,91.0,1833.0,20.2,65.8,1.5374,23.0,2004.0,4.0,5.0,3
2.8,1317.0,92.0,1727.0,21.6,61.4,1.5696,23.0,2004.0,4.0,5.0,3
3.0,1356.0,102.0,1738.0,23.3,57.5,1.6169,23.0,2004.0,4.0,5.0,3
3.4,1414.0,118.0,1854.0,25.0,52.4,1.6356,23.0,2004.0,4.0,5.0,3
3.0,1326.0,111.0,1785.0,25.4,50.8,1.6275,23.0,2004.0,4.0,5.0,3
2.3,1211.0,101.0,1608.0,26.1,47.1,1.5724,23.0,2004.0,4.0,5.0,3
3.1,1324.0,119.0,1749.0,27.0,44.2,1.549,23.0,2004.0,4.0,5.0,3
3.0,1324.0,115.0,1747.0,27.2,43.0,1.5246,23.0,2004.0,4.0,5.0,3
3.3,1361.0,120.0,1776.0,25.6,48.3,1.5641,23.0,2004.0,4.0,5.0,3
4.0,1475.0,115.0,1925.0,23.3,57.9,1.6376,23.0,2004.0,4.0,5.0,3
4.6,1537.0,118.0,2016.0,22.2,63.6,1.6763,23.0,2004.0,4.0,5.0,3
4.1,1413.0,117.0,1853.0,21.6,67.7,1.7228,23.0,2004.0,4.0,5.0,3
2.3,1229.0,96.0,1668.0,21.0,69.3,1.7058,23.0,2004.0,4.0,5.0,3
2.6,1297.0,89.0,1725.0,20.3,70.5,1.6599,23.0,2004.0,4.0,5.0,3
2.6,1302.0,84.0,1639.0,20.0,69.5,1.6109,23.0,2004.0,4.0,5.0,3
2.9,1347.0,97.0,1741.0,19.7,70.1,1.5891,24.0,2004.0,4.0,6.0,3
2.1,1165.0,68.0,1621.0,19.5,70.7,1.5851,24.0,2004.0,4.0,6.0,2
2.1,1155.0,66.0,1577.0,19.4,71.4,1.5959,24.0,2004.0,4.0,6.0,2
1.5,1050.0,109.0,1512.0,19.3,71.1,1.5746,24.0,2004.0,4.0,6.0,2
1.8,1035.0,51.0,1467.0,18.7,73.8,1.5704,24.0,2004.0,4.0,6.0,2
1.4,1057.0,48.0,1503.0,18.0,75.4,1.5441,24.0,2004.0,4.0,6.0,2
1.2,1029.0,47.0,1451.0,17.3,78.4,1.532,24.0,2004.0,4.0,6.0,2
1.5,1037.0,48.0,1481.0,17.5,76.6,1.5174,24.0,2004.0,4.0,6.0,2
0.9,920.0,45.0,1359.0,20.0,66.7,1.5401,24.0,2004.0,4.0,6.0,2
1.4,1080.0,59.0,1477.0,19.1,70.0,1.5366,24.0,2004.0,4.0,6.0,2
2.1,1152.0,84.0,1542.0,21.4,61.7,1.5547,24.0,2004.0,4.0,6.0,2
1.6,1085.0,72.0,1467.0,24.6,50.4,1.5363,24.0,2004.0,4.0,6.0,2
1.5,1071.0,68.0,1431.0,25.0,49.1,1.5295,24.0,2004.0,4.0,6.0,2
1.1,1000.0,52.0,1376.0,25.3,46.7,1.4874,24.0,2004.0,4.0,6.0,2
1.4,1058.0,70.0,1421.0,24.8,47.9,1.4819,24.0,2004.0,4.0,6.0,2
2.0,1184.0,90.0,1537.0,25.3,48.0,1.5249,24.0,2004.0,4.0,6.0,2
2.0,1189.0,87.0,1533.0,26.5,44.9,1.5278,24.0,2004.0,4.0,6.0,2
2.5,1277.0,99.0,1631.0,25.0,50.1,1.563,24.0,2004.0,4.0,6.0,3
4.3,1482.0,128.0,1874.0,22.9,57.6,1.5885,24.0,2004.0,4.0,6.0,3
5.2,1555.0,127.0,1971.0,21.7,62.9,1.6117,24.0,2004.0,4.0,6.0,3
3.4,1324.0,99.0,1716.0,21.8,63.0,1.619,24.0,2004.0,4.0,6.0,3
1.3,1015.0,72.0,1439.0,21.2,63.4,1.5748,24.0,2004.0,4.0,6.0,2
1.2,1010.0,62.0,1450.0,20.2,65.8,1.535,24.0,2004.0,4.0,6.0,2
1.7,1081.0,62.0,1517.0,18.4,71.5,1.5038,24.0,2004.0,4.0,6.0,2
1.7,1071.0,63.0,1516.0,17.9,72.4,1.4758,25.0,2004.0,4.0,0.0,1
1.4,1014.0,56.0,1474.0,16.9,75.4,1.4393,25.0,2004.0,4.0,0.0,1
0.9,891.0,44.0,1353.0,16.5,75.5,1.4056,25.0,2004.0,4.0,0.0,1
0.7,874.0,109.0,1315.0,15.4,79.0,1.3735,25.0,2004.0,4.0,0.0,1
1.8,882.0,37.0,1319.0,15.5,78.6,1.37,25.0,2004.0,4.0,0.0,1
0.9,940.0,48.0,1392.0,16.2,76.9,1.4029,25.0,2004.0,4.0,0.0,1
1.2,1020.0,59.0,1440.0,15.8,79.6,1.417,25.0,2004.0,4.0,0.0,1
3.2,1316.0,77.0,1780.0,16.0,76.3,1.3772,25.0,2004.0,4.0,0.0,1
4.4,1423.0,88.0,1998.0,16.3,74.3,1.3644,25.0,2004.0,4.0,0.0,3
3.5,1314.0,111.0,1754.0,18.7,66.3,1.414,25.0,2004.0,4.0,0.0,1
3.2,1317.0,114.0,1812.0,20.5,60.2,1.4346,25.0,2004.0,4.0,0.0,1
3.0,1305.0,108.0,1742.0,19.3,66.2,1.4706,25.0,2004.0,4.0,0.0,1
3.5,1351.0,111.0,1821.0,20.0,63.9,1.4805,25.0,2004.0,4.0,0.0,1
4.0,1438.0,126.0,1971.0,21.4,59.4,1.4928,25.0,2004.0,4.0,0.0,3
3.8,1454.0,117.0,1947.0,21.5,60.9,1.5398,25.0,2004.0,4.0,0.0,3
4.2,1512.0,119.0,2034.0,21.6,60.9,1.5551,25.0,2004.0,4.0,0.0,3
5.0,1584.0,125.0,2176.0,21.6,62.0,1.5784,25.0,2004.0,4.0,0.0,3
7.9,1816.0,158.0,2641.0,21.7,61.9,1.592,25.0,2004.0,4.0,0.0,3
8.4,1824.0,149.0,2567.0,21.0,64.9,1.5987,25.0,2004.0,4.0,0.0,3
8.0,1744.0,136.0,2469.0,20.0,68.6,1.5882,25.0,2004.0,4.0,0.0,3
6.4,1588.0,112.0,2230.0,19.3,71.4,1.5805,25.0,2004.0,4.0,0.0,3
3.5,1319.0,87.0,1806.0,18.5,73.4,1.5461,25.0,2004.0,4.0,0.0,1
3.5,1313.0,82.0,1803.0,17.7,75.6,1.5226,25.0,2004.0,4.0,0.0,1
1.9,1073.0,67.0,1488.0,18.5,70.4,1.487,25.0,2004.0,4.0,0.0,1
2.2,1119.0,68.0,1562.0,17.0,76.1,1.4582,26.0,2004.0,4.0,1.0,1
1.6,989.0,60.0,1401.0,16.8,74.9,1.4258,26.0,2004.0,4.0,1.0,1
1.0,912.0,48.0,1331.0,15.5,78.5,1.3782,26.0,2004.0,4.0,1.0,1
1.0,904.0,109.0,1319.0,15.3,79.0,1.3605,26.0,2004.0,4.0,1.0,1
1.8,851.0,42.0,1277.0,15.0,77.9,1.3197,26.0,2004.0,4.0,1.0,1
0.9,902.0,46.0,1355.0,14.8,79.4,1.3312,26.0,2004.0,4.0,1.0,1
1.4,981.0,54.0,1425.0,15.7,77.0,1.3591,26.0,2004.0,4.0,1.0,1
3.0,1267.0,82.0,1776.0,16.2,75.9,1.3872,26.0,2004.0,4.0,1.0,3
4.5,1392.0,93.0,1990.0,16.3,75.9,1.3991,26.0,2004.0,4.0,1.0,3
3.8,1308.0,95.0,1781.0,17.7,70.6,1.4202,26.0,2004.0,4.0,1.0,3
3.4,1313.0,120.0,1820.0,18.3,67.6,1.4103,26.0,2004.0,4.0,1.0,3
3.5,1350.0,132.0,1784.0,20.1,62.0,1.4409,26.0,2004.0,4.0,1.0,3
4.4,1477.0,146.0,2031.0,22.6,54.5,1.4737,26.0,2004.0,4.0,1.0,3
4.0,1409.0,157.0,1874.0,24.6,47.1,1.4378,26.0,2004.0,4.0,1.0,3
4.5,1495.0,158.0,2043.0,24.9,48.3,1.4942,26.0,2004.0,4.0,1.0,3
5.3,1606.0,175.0,2165.0,24.9,50.0,1.5522,26.0,2004.0,4.0,1.0,3
5.8,1669.0,166.0,2232.0,24.0,55.0,1.6211,26.0,2004.0,4.0,1.0,3
8.4,1822.0,187.0,2641.0,23.2,58.7,1.651,26.0,2004.0,4.0,1.0,3
9.5,1908.0,180.0,2775.0,22.5,61.5,1.6579,26.0,2004.0,4.0,1.0,3
6.2,1664.0,134.0,2305.0,22.2,61.0,1.6071,26.0,2004.0,4.0,1.0,3
5.0,1465.0,127.0,1962.0,22.6,58.3,1.5829,26.0,2004.0,4.0,1.0,3
2.1,1076.0,95.0,1506.0,21.0,57.4,1.4098,26.0,2004.0,4.0,1.0,1
1.4,1055.0,79.0,1468.0,19.8,63.7,1.4524,26.0,2004.0,4.0,1.0,1
1.6,1075.0,78.0,1495.0,17.7,78.8,1.5855,26.0,2004.0,4.0,1.0,1
2.0,1135.0,80.0,1569.0,17.6,80.5,1.6062,27.0,2004.0,4.0,2.0,2
1.2,998.0,67.0,1435.0,17.4,81.3,1.6066,27.0,2004.0,4.0,2.0,2
0.8,953.0,61.0,1401.0,17.4,81.0,1.6012,27.0,2004.0,4.0,2.0,2
0.6,926.0,109.0,1381.0,17.2,81.8,1.5856,27.0,2004.0,4.0,2.0,2
1.8,895.0,51.0,1343.0,17.0,81.0,1.5521,27.0,2004.0,4.0,2.0,2
0.7,967.0,56.0,1416.0,16.8,81.3,1.5447,27.0,2004.0,4.0,2.0,2
1.7,1164.0,68.0,1606.0,17.6,78.8,1.5723,27.0,2004.0,4.0,2.0,2
3.4,1421.0,101.0,1983.0,18.0,75.7,1.5527,27.0,2004.0,4.0,2.0,3
4.9,1465.0,119.0,2119.0,18.0,74.8,1.5281,27.0,2004.0,4.0,2.0,3
2.7,1189.0,108.0,1652.0,18.2,74.0,1.5343,27.0,2004.0,4.0,2.0,3
3.2,1278.0,132.0,1734.0,19.7,65.4,1.4854,27.0,2004.0,4.0,2.0,3
2.7,1169.0,130.0,1666.0,21.0,57.9,1.4267,27.0,2004.0,4.0,2.0,3
3.2,1214.0,129.0,1739.0,20.7,58.6,1.4142,27.0,2004.0,4.0,2.0,3
4.1,1351.0,117.0,1923.0,19.5,67.1,1.506,27.0,2004.0,4.0,2.0,3
3.6,1340.0,119.0,1842.0,18.5,76.2,1.6045,27.0,2004.0,4.0,2.0,3
2.8,1157.0,113.0,1675.0,19.6,69.7,1.5675,27.0,2004.0,4.0,2.0,3
2.1,1118.0,102.0,1649.0,19.9,65.3,1.5066,27.0,2004.0,4.0,2.0,3
2.4,1150.0,101.0,1711.0,20.0,63.3,1.4622,27.0,2004.0,4.0,2.0,3
3.6,1247.0,116.0,1874.0,19.2,66.4,1.4592,27.0,2004.0,4.0,2.0,3
2.6,1194.0,101.0,1732.0,19.3,67.5,1.4977,27.0,2004.0,4.0,2.0,3
2.8,1184.0,94.0,1685.0,18.2,71.4,1.4776,27.0,2004.0,4.0,2.0,3
1.4,990.0,75.0,1442.0,17.8,71.2,1.4396,27.0,2004.0,4.0,2.0,2
1.1,933.0,69.0,1369.0,17.6,69.9,1.3969,27.0,2004.0,4.0,2.0,2
1.3,968.0,60.0,1388.0,16.0,75.9,1.3721,27.0,2004.0,4.0,2.0,2
0.9,861.0,58.0,1287.0,16.9,72.0,1.3749,28.0,2004.0,4.0,3.0,2
1.0,904.0,51.0,1329.0,15.7,76.3,1.3519,28.0,2004.0,4.0,3.0,2
0.9,866.0,45.0,1299.0,14.8,78.7,1.3169,28.0,2004.0,4.0,3.0,2
0.7,881.0,109.0,1277.0,14.8,79.7,1.3286,28.0,2004.0,4.0,3.0,2
1.8,838.0,41.0,1268.0,14.6,79.9,1.3156,28.0,2004.0,4.0,3.0,2
0.8,905.0,48.0,1327.0,15.2,78.0,1.3382,28.0,2004.0,4.0,3.0,2
1.6,1055.0,61.0,1506.0,15.5,77.2,1.3502,28.0,2004.0,4.0,3.0,2
3.4,1328.0,88.0,1829.0,15.7,76.4,1.3558,28.0,2004.0,4.0,3.0,3
4.4,1401.0,102.0,1969.0,16.0,76.4,1.3751,28.0,2004.0,4.0,3.0,3
3.5,1291.0,97.0,1752.0,16.7,73.8,1.3886,28.0,2004.0,4.0,3.0,3
3.4,1316.0,116.0,1780.0,18.6,66.3,1.4047,28.0,2004.0,4.0,3.0,3
2.4,1116.0,112.0,1532.0,20.4,58.1,1.3762,28.0,2004.0,4.0,3.0,3
2.3,1139.0,101.0,1580.0,20.6,57.3,1.3792,28.0,2004.0,4.0,3.0,3
2.6,1165.0,99.0,1640.0,21.6,53.6,1.3669,28.0,2004.0,4.0,3.0,3
2.9,1260.0,113.0,1731.0,21.4,55.6,1.4015,28.0,2004.0,4.0,3.0,3
4.4,1475.0,122.0,1991.0,20.7,63.0,1.5204,28.0,2004.0,4.0,3.0,3
5.0,1521.0,139.0,1977.0,21.3,61.9,1.5463,28.0,2004.0,4.0,3.0,3
6.5,1633.0,149.0,2271.0,20.8,64.0,1.5522,28.0,2004.0,4.0,3.0,3
5.9,1463.0,136.0,2092.0,20.3,66.7,1.5656,28.0,2004.0,4.0,3.0,3
2.7,1140.0,103.0,1602.0,19.7,64.5,1.4594,28.0,2004.0,4.0,3.0,3
2.5,1147.0,112.0,1562.0,19.4,64.0,1.4282,28.0,2004.0,4.0,3.0,3
1.5,988.0,88.0,1382.0,20.1,60.8,1.4152,28.0,2004.0,4.0,3.0,2
1.0,924.0,63.0,1327.0,20.4,60.4,1.4263,28.0,2004.0,4.0,3.0,2
1.2,950.0,69.0,1331.0,20.1,62.6,1.4543,28.0,2004.0,4.0,3.0,2
1.0,926.0,65.0,1326.0,19.9,64.9,1.4905,29.0,2004.0,4.0,4.0,2
0.8,879.0,50.0,1288.0,18.2,74.7,1.5441,29.0,2004.0,4.0,4.0,2
0.6,864.0,43.0,1286.0,18.4,73.8,1.5463,29.0,2004.0,4.0,4.0,2
0.6,868.0,109.0,1276.0,18.7,73.5,1.5664,29.0,2004.0,4.0,4.0,2
1.8,894.0,56.0,1308.0,18.2,76.6,1.5907,29.0,2004.0,4.0,4.0,2
1.1,1009.0,69.0,1430.0,18.5,76.4,1.6112,29.0,2004.0,4.0,4.0,2
1.3,1069.0,91.0,1469.0,19.3,71.6,1.5844,29.0,2004.0,4.0,4.0,2
2.9,1311.0,111.0,1769.0,20.2,66.9,1.5643,29.0,2004.0,4.0,4.0,3
3.7,1370.0,124.0,1945.0,20.8,64.7,1.5692,29.0,2004.0,4.0,4.0,3
3.0,1246.0,119.0,1746.0,21.9,61.8,1.6021,29.0,2004.0,4.0,4.0,3
1.4,1039.0,77.0,1467.0,23.5,57.7,1.6515,29.0,2004.0,4.0,4.0,2
2.6,1296.0,101.0,1736.0,19.8,81.0,1.8538,29.0,2004.0,4.0,4.0,3
4.2,1523.0,116.0,2114.0,20.2,86.5,2.0224,29.0,2004.0,4.0,4.0,3
5.1,1424.0,137.0,1983.0,20.2,82.2,1.9184,29.0,2004.0,4.0,4.0,3
5.5,1513.0,163.0,2125.0,19.7,82.2,1.8669,29.0,2004.0,4.0,4.0,3
4.5,1338.0,144.0,1847.0,20.2,79.1,1.85,29.0,2004.0,4.0,4.0,3
2.7,1214.0,118.0,1664.0,20.1,75.4,1.751,29.0,2004.0,4.0,4.0,3
3.1,1290.0,135.0,1807.0,20.2,72.3,1.6893,29.0,2004.0,4.0,4.0,3
4.2,1353.0,129.0,1860.0,20.0,73.3,1.693,29.0,2004.0,4.0,4.0,3
3.1,1130.0,128.0,1591.0,18.3,74.9,1.5583,29.0,2004.0,4.0,4.0,3
1.7,969.0,103.0,1375.0,18.9,70.4,1.5259,29.0,2004.0,4.0,4.0,2
1.8,1038.0,116.0,1415.0,17.3,76.3,1.4919,29.0,2004.0,4.0,4.0,2
1.7,1020.0,95.0,1410.0,17.1,77.9,1.5081,29.0,2004.0,4.0,4.0,2
2.1,1097.0,107.0,1489.0,17.3,79.3,1.5569,29.0,2004.0,4.0,4.0,2
2.4,1123.0,108.0,1520.0,17.3,79.9,1.5643,30.0,2004.0,4.0,5.0,2
1.8,1023.0,94.0,1413.0,16.9,80.6,1.5372,30.0,2004.0,4.0,5.0,2
1.5,1015.0,84.0,1400.0,16.9,81.4,1.551,30.0,2004.0,4.0,5.0,2
1.4,979.0,109.0,1383.0,16.8,81.5,1.5418,30.0,2004.0,4.0,5.0,2
1.8,931.0,72.0,1372.0,16.9,79.8,1.5238,30.0,2004.0,4.0,5.0,2
1.0,922.0,76.0,1367.0,16.7,79.7,1.503,30.0,2004.0,4.0,5.0,2
1.4,989.0,82.0,1453.0,16.8,79.0,1.4978,30.0,2004.0,4.0,5.0,2
2.4,1149.0,94.0,1662.0,16.8,79.8,1.5115,30.0,2004.0,4.0,5.0,2
3.1,1202.0,102.0,1723.0,16.9,79.9,1.5253,30.0,2004.0,4.0,5.0,3
3.0,1206.0,106.0,1675.0,17.4,79.3,1.5593,30.0,2004.0,4.0,5.0,3
2.7,1224.0,108.0,1656.0,18.0,76.6,1.5706,30.0,2004.0,4.0,5.0,3
4.0,1371.0,152.0,1845.0,21.2,64.4,1.6015,30.0,2004.0,4.0,5.0,3
3.7,1327.0,160.0,1826.0,22.4,60.8,1.6261,30.0,2004.0,4.0,5.0,3
3.4,1301.0,133.0,1806.0,22.6,61.1,1.6596,30.0,2004.0,4.0,5.0,3
3.4,1301.0,147.0,1781.0,23.6,57.3,1.645,30.0,2004.0,4.0,5.0,3
3.2,1314.0,135.0,1777.0,23.5,58.3,1.664,30.0,2004.0,4.0,5.0,3
3.9,1394.0,135.0,1869.0,22.9,61.6,1.7014,30.0,2004.0,4.0,5.0,3
3.7,1385.0,129.0,1850.0,22.3,64.3,1.7055,30.0,2004.0,4.0,5.0,3
4.3,1440.0,117.0,1968.0,21.6,68.0,1.7305,30.0,2004.0,4.0,5.0,3
4.9,1493.0,116.0,2015.0,21.2,67.4,1.6755,30.0,2004.0,4.0,5.0,3
4.0,1319.0,109.0,1785.0,20.8,65.8,1.6001,30.0,2004.0,4.0,5.0,3
2.8,1187.0,96.0,1658.0,20.4,64.8,1.5379,30.0,2004.0,4.0,5.0,3
2.4,1119.0,90.0,1539.0,20.1,66.7,1.5548,30.0,2004.0,4.0,5.0,2
1.9,1100.0,82.0,1494.0,19.5,70.0,1.5711,30.0,2004.0,4.0,5.0,2
2.0,1076.0,86.0,1492.0,19.3,70.4,1.5578,31.0,2004.0,4.0,6.0,2
1.5,972.0,72.0,1425.0,19.7,68.6,1.5563,31.0,2004.0,4.0,6.0,2
1.3,973.0,61.0,1445.0,19.7,68.2,1.5484,31.0,2004.0,4.0,6.0,2
1.0,918.0,109.0,1386.0,19.9,68.4,1.5673,31.0,2004.0,4.0,6.0,2
1.8,844.0,45.0,1320.0,18.4,74.2,1.5581,31.0,2004.0,4.0,6.0,2
0.5,817.0,37.0,1310.0,18.9,71.3,1.5449,31.0,2004.0,4.0,6.0,2
0.4,791.0,31.0,1295.0,18.1,79.0,1.6224,31.0,2004.0,4.0,6.0,2
0.4,819.0,30.0,1315.0,20.4,71.2,1.6834,31.0,2004.0,4.0,6.0,2
0.9,972.0,41.0,1477.0,20.6,70.7,1.6996,31.0,2004.0,4.0,6.0,2
1.3,997.0,64.0,1470.0,19.3,74.1,1.6391,31.0,2004.0,4.0,6.0,2
2.1,1194.0,74.0,1642.0,22.2,64.4,1.7005,31.0,2004.0,4.0,6.0,2
2.4,1240.0,77.0,1643.0,23.0,64.6,1.7851,31.0,2004.0,4.0,6.0,3
2.0,1117.0,83.0,1585.0,24.3,57.4,1.7233,31.0,2004.0,4.0,6.0,2
1.8,1141.0,71.0,1595.0,22.0,67.0,1.7441,31.0,2004.0,4.0,6.0,2
1.5,1062.0,62.0,1580.0,22.9,65.7,1.8148,31.0,2004.0,4.0,6.0,2
1.6,1160.0,62.0,1727.0,23.2,63.9,1.7957,31.0,2004.0,4.0,6.0,2
2.2,1169.0,79.0,1633.0,23.0,62.3,1.7248,31.0,2004.0,4.0,6.0,2
2.3,1185.0,93.0,1638.0,22.4,63.2,1.6878,31.0,2004.0,4.0,6.0,2
6.6,1571.0,106.0,2277.0,21.7,66.6,1.7077,31.0,2004.0,4.0,6.0,3
4.7,1464.0,100.0,1987.0,21.2,70.3,1.7476,31.0,2004.0,4.0,6.0,3
4.1,1423.0,89.0,1912.0,20.8,70.9,1.7203,31.0,2004.0,4.0,6.0,3
4.1,1318.0,83.0,1848.0,20.0,73.2,1.6965,31.0,2004.0,4.0,6.0,3
2.7,1229.0,76.0,1723.0,19.7,73.7,1.6708,31.0,2004.0,4.0,6.0,3
2.6,1187.0,68.0,1700.0,19.9,72.6,1.6681,31.0,2004.0,4.0,6.0,2
3.2,1353.0,69.0,1723.0,20.1,71.3,1.6564,1.0,2004.0,4.0,0.0,1
3.7,1407.0,77.0,1780.0,20.1,71.1,1.6498,1.0,2004.0,4.0,0.0,3
3.5,1333.0,68.0,1767.0,19.6,73.2,1.6543,1.0,2004.0,4.0,0.0,1
3.0,1269.0,109.0,1756.0,19.1,75.8,1.6568,1.0,2004.0,4.0,0.0,1
1.8,1253.0,52.0,1779.0,18.4,77.9,1.6389,1.0,2004.0,4.0,0.0,1
2.7,1212.0,49.0,1710.0,18.4,78.1,1.637,1.0,2004.0,4.0,0.0,1
1.8,1061.0,45.0,1554.0,19.2,74.7,1.6398,1.0,2004.0,4.0,0.0,1
1.3,1028.0,51.0,1525.0,19.4,75.1,1.6766,1.0,2004.0,4.0,0.0,1
1.5,1067.0,51.0,1564.0,19.1,75.6,1.6519,1.0,2004.0,4.0,0.0,1
1.9,1111.0,62.0,1594.0,20.3,71.1,1.6803,1.0,2004.0,4.0,0.0,1
2.2,1189.0,74.0,1683.0,23.1,61.3,1.7131,1.0,2004.0,4.0,0.0,1
2.6,1293.0,88.0,1702.0,25.1,56.0,1.7565,1.0,2004.0,4.0,0.0,1
2.7,1285.0,90.0,1686.0,25.8,56.1,1.841,1.0,2004.0,4.0,0.0,1
2.5,1236.0,91.0,1706.0,23.7,68.2,1.9739,1.0,2004.0,4.0,0.0,1
1.5,1082.0,64.0,1562.0,23.1,70.8,1.98,1.0,2004.0,4.0,0.0,1
2.0,1188.0,72.0,1636.0,23.9,66.3,1.9361,1.0,2004.0,4.0,0.0,1
3.1,1348.0,88.0,1810.0,23.8,65.0,1.8897,1.0,2004.0,4.0,0.0,3
3.7,1394.0,110.0,1811.0,23.2,65.6,1.8435,1.0,2004.0,4.0,0.0,3
4.0,1472.0,95.0,1942.0,21.8,72.7,1.8789,1.0,2004.0,4.0,0.0,3
4.1,1291.0,91.0,1746.0,21.7,67.3,1.7256,1.0,2004.0,4.0,0.0,3
3.1,1264.0,94.0,1750.0,21.3,66.3,1.6594,1.0,2004.0,4.0,0.0,1
3.2,1264.0,86.0,1733.0,20.4,71.6,1.7004,1.0,2004.0,4.0,0.0,1
3.2,1260.0,79.0,1755.0,19.6,75.3,1.6981,1.0,2004.0,4.0,0.0,1
2.7,1184.0,71.0,1674.0,19.3,75.8,1.6762,1.0,2004.0,4.0,0.0,1
2.3,1122.0,62.0,1586.0,18.4,76.3,1.6017,2.0,2004.0,4.0,1.0,1
1.6,983.0,56.0,1472.0,18.2,76.4,1.5787,2.0,2004.0,4.0,1.0,1
1.1,885.0,49.0,1374.0,17.9,74.8,1.5219,2.0,2004.0,4.0,1.0,1
0.7,825.0,109.0,1334.0,17.5,74.5,1.4781,2.0,2004.0,4.0,1.0,1
1.8,791.0,38.0,1306.0,17.2,74.0,1.4388,2.0,2004.0,4.0,1.0,1
0.6,802.0,35.0,1289.0,17.6,73.2,1.4555,2.0,2004.0,4.0,1.0,1
0.5,804.0,37.0,1294.0,17.9,69.3,1.4099,2.0,2004.0,4.0,1.0,1
1.5,1014.0,56.0,1497.0,16.1,76.3,1.3902,2.0,2004.0,4.0,1.0,1
3.4,1316.0,85.0,1860.0,17.1,72.8,1.4054,2.0,2004.0,4.0,1.0,3
4.4,1296.0,112.0,1899.0,20.8,57.9,1.407,2.0,2004.0,4.0,1.0,3
4.4,1381.0,107.0,1911.0,20.6,60.2,1.4428,2.0,2004.0,4.0,1.0,3
5.8,1570.0,151.0,2170.0,22.1,56.6,1.4851,2.0,2004.0,4.0,1.0,3
4.9,1426.0,151.0,1970.0,24.0,50.0,1.4679,2.0,2004.0,4.0,1.0,3
5.1,1535.0,150.0,2125.0,25.7,45.6,1.487,2.0,2004.0,4.0,1.0,3
7.5,1678.0,190.0,2318.0,25.5,49.7,1.5985,2.0,2004.0,4.0,1.0,3
5.8,1605.0,168.0,2199.0,25.2,50.6,1.5989,2.0,2004.0,4.0,1.0,3
